job_title,company,job_location,post_date,extract_date,job_description,job_salary
Associate,Morgan Stanley,"New York, NY",30+ days ago,2022-04-25,"Apply data analytics skills to perform full population audit testing.
Design and implement dashboards using analytical tools to automate data analysis process.",
"Social Media and Blog Designer, AI Creative Design",Facebook App,"New York, NY",20 days ago,2022-04-25,"Use data insights to optimize and drive design development of social media assets.
Our work covers the full spectrum of topics related to AI, including deriving…",
"Machine Learning Engineer, Platform",Recruiting From Scratch,"Remote in Rochester, NY 14623+23 locations",9 days ago,2022-04-25,"Orchestrate large scale machine learning data pipelines (experience with Prefect, Airlflow, Luigi, or similar framework will be helpful).",
Senior Data Scientist - Routing Algorithm,Revel,"Remote in Brooklyn, NY",8 days ago,2022-04-25,"Lead the development of our Ride Assignment, Routing & Rebalancing algorithms.
Improve the efficacy of our existing Dynamic Pricing Algorithm.",
Senior Data Engineer,SecurityScorecard,"Remote in New York, NY",27 days ago,2022-04-25,"Must have experience building and maintaining data pipelines, preferably with Airflow.
You will be working cross functionally with our Data Science team and…",
Software Development Engineer New York or Remote,Tapestry,"Remote in New York, NY",30+ days ago,2022-04-25,"Interest in and/or experience with data science and machine learning applications.
Lead the development and delivery of proprietary, internal-facing forecasting…",
Engineer - Data Engineering,Jupiter Intelligence,"New York, NY",30+ days ago,2022-04-25,"Be an expert in everything Snowflake and build a cloud data warehouse for analytical and data science workload.
Mentor junior and mid-level engineers.",
Data Plane Engineer,Recruiting From Scratch,"Remote in New York, NY 10002+3 locations",30+ days ago,2022-04-25,"Troubleshooting and optimizing data path.
Architect the next generation 5G base station on a chip’s data path.
Strong programming experience in c/c++.",
Senior Data Engineer,Resideo,"Remote in Melville, NY 11747",30+ days ago,2022-04-25,Success in this role comes from marrying a strong data engineering background with product and business acumen to deliver scalable data pipelines and scalable…,
"Senior Data Scientist, Experimentation",realtor.com,"New York, NY",17 days ago,2022-04-25,"Partnership and communication: Partner closely with our CRM stakeholders to identify and unlock opportunities, and with other data teams to improve platform…",
Data Visualization Analyst,M&T Bank,"Buffalo, NY+1 location",30+ days ago,2022-04-25,"Our team builds enduring data products, provides platforms to access & derive data insights, enables confident decision making with appropriate data governance,…",
Sr. Portfolio and Collections Analytics,Bankers Healthcare Group,"Remote in New York, NY",7 days ago,2022-04-25,"The Sr. Portfolio and Collections Analyst collaborate with cross-functional partners to understand their business needs, formulate and complete end-to-end…",
"Technical Lead Manager, On-Device Natural Language Understan...",Google,"New York, NY (Chelsea area)",12 days ago,2022-04-25,"8 years of experience in software development, and with data structures/algorithms.
We're looking for engineers who bring fresh ideas from all areas, including…",
"Adjunct Lecturer, Strategy & Analytics (On-Campus, Fall 2022...",Columbia University,"New York, NY",30+ days ago,2022-04-25,"Doctoral degree or equivalent required, in an area related to data science, statistics, computer science or another discipline which provided rigorous training…",
Decision Scientist,Code Job Board,"New York, NY+1 location",24 days ago,2022-04-25,"Recommend wider client strategies based off data-driven insights.
. You'll use your knowledge of data, business and customers to shed light on these questions.",
"Senior Analyst, AB Testing and Data Operations",2U,"New York, NY",30+ days ago,2022-04-25,"They will monitor existing testing and data collection products and will interface with marketing, data science and technology teams to initiate new product…",
Part Time Instructor Lead,General Assembly,"New York, NY 10022 (Midtown area)+1 location",30+ days ago,2022-04-25,"You have at least 2 years of industry experience with data science (prior teaching experience a plus).
Teach two 3-hour classes per week, for 11 weeks.",
"Senior/Lead/Staff Data Scientist, Strategy & Analytics",TikTok,"New York, NY 10017 (Midtown area)",30+ days ago,2022-04-25,"Experience with data visualization tools (e.g. Tableau).
Expert experience developing large and complex data pipelines using SQL.
Familiar with Python or R.",
"Senior Associate, Data Engineering",KPMG,"Rochester, NY 14604 (Central Business District area)+4 locations",3 days ago,2022-04-25,"Be a core player in technical process from ideation to delivery: research, experiment and utilize leading data platforms and container methodologies to migrate…",
Community Advocate,Anaconda,"Remote in New York, NY",19 days ago,2022-04-25,"Experience working in a open source or data science-oriented company.
On the cutting edge of enterprise application of data science, machine learning and AI.",
"Data Analyst, Business Operations",Justworks,"Hybrid remote in New York, NY",19 days ago,2022-04-25,"Strong knowledge of Excel or another tool for data manipulation.
Auditing and cleaning existing dashboards and ensuring data quality when building net new…",
Senior Business Intelligence Analyst,quip,"Brooklyn, NY",6 days ago,2022-04-25,"Experience applying analytical concepts and statistical modeling to draw conclusions from data.
Work closely with external partners to facilitate analysis and…",
Global Investment Lab - LatAm - Investment Analyst,Citi,"New York, NY+1 location",30+ days ago,2022-04-25,"Knowledge of Python (including data science and visualization libraries).
Familiarity with data engineering technologies like: R, Agile Framework, Visualization…",
Quantitative Research Analyst,King.com,"New York, NY",30+ days ago,2022-04-25,"BA/BS in quantitative discipline such as data science or computer science.
You will be responsible for delivering advanced data science analyses within the…",
Data Plane Engineer,Recruiting From Scratch,"Remote in New York, NY 10002+3 locations",30+ days ago,2022-04-25,"Troubleshooting and optimizing data path.
Architect the next generation 5G base station on a chip’s data path.
Strong programming experience in c/c++.",
Senior Data Engineer,Resideo,"Remote in Melville, NY 11747",30+ days ago,2022-04-25,Success in this role comes from marrying a strong data engineering background with product and business acumen to deliver scalable data pipelines and scalable…,
"Senior Data Scientist, Experimentation",realtor.com,"New York, NY",17 days ago,2022-04-25,"Partnership and communication: Partner closely with our CRM stakeholders to identify and unlock opportunities, and with other data teams to improve platform…",
Computer Vision - Applied Scientist,"Amazon Dev Center U.S., Inc.","New York, NY",30+ days ago,2022-04-25,"As an Applied Scientist, you will bring statistical modeling and machine learning advancements to data analytics for customer-facing solutions in complex…",
Data Visualization Analyst,M&T Bank,"Buffalo, NY+1 location",30+ days ago,2022-04-25,"Our team builds enduring data products, provides platforms to access & derive data insights, enables confident decision making with appropriate data governance,…",
Sr. Portfolio and Collections Analytics,Bankers Healthcare Group,"Remote in New York, NY",7 days ago,2022-04-25,"The Sr. Portfolio and Collections Analyst collaborate with cross-functional partners to understand their business needs, formulate and complete end-to-end…",
"Technical Lead Manager, On-Device Natural Language Understan...",Google,"New York, NY (Chelsea area)",12 days ago,2022-04-25,"8 years of experience in software development, and with data structures/algorithms.
We're looking for engineers who bring fresh ideas from all areas, including…",
"Adjunct Lecturer, Strategy & Analytics (On-Campus, Fall 2022...",Columbia University,"New York, NY",30+ days ago,2022-04-25,"Doctoral degree or equivalent required, in an area related to data science, statistics, computer science or another discipline which provided rigorous training…",
